ImageName,Label,Theta0_Lambda1_LocalEnergy,Theta0_Lambda1_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta1_Lambda1_LocalEnergy,Theta1_Lambda1_MeanAmplitude,Theta1_Lambda0_LocalEnergy,Theta1_Lambda0_MeanAmplitude,Theta1_Lambda0_LocalEnergy,Theta1_Lambda0_MeanAmplitude,Theta1_Lambda0_LocalEnergy,Theta1_Lambda0_MeanAmplitude,Theta1_Lambda0_LocalEnergy,Theta1_Lambda0_MeanAmplitude,Theta0_Lambda1_LocalEnergy,Theta0_Lambda1_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda1_LocalEnergy,Theta0_Lambda1_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda1_LocalEnergy,Theta0_Lambda1_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude
MaI286_222.jpg.png,good,41004498,112482694,318335568,227964464,45489957,41004498,112482694,318335568,227964464,45489957,41315583,111020888,317171272,224859153,45728897,38637825,82384600,306563738,341842804,340069197,38648402,82883135,307152885,343132351,340815453,683820466,649973712,505075826,608747948,679085623,683820466,649973712,505075826,608747948,679085623,682525711,648389936,505051418,607713121,677578695,687230277,660670258,393196386,203119298,214857853,687726782,660970369,393172867,203020567,214763783
MaI286_223.jpg.png,good,43313251,214518529,325435547,316905704,48704863,43313251,214518529,325435547,316905704,48704863,44175309,208947942,322580108,311943975,49527225,40836375,137385792,249029545,315000683,337925308,40938056,137671170,250133219,315679069,338364076,683274611,629148233,461471329,564883832,678156295,683274611,629148233,461471329,564883832,678156295,681949927,627237662,461451782,564250495,676430945,687022499,650208022,359162883,185580423,196297688,687314550,650150396,359142207,185497137,196218318
MaI286_224.jpg.png,good,39697907,81527890,315347995,233958150,42894546,39697907,81527890,315347995,233958150,42894546,40475124,77727611,312747729,233368265,43625953,38133927,63022566,315967865,344981882,352431026,38178781,63683127,316635186,345888303,353470290,686853483,661801862,514113821,623333438,682703246,686853483,661801862,514113821,623333438,682703246,685859052,660504615,513999265,622748215,681383889,690189439,669279150,400160415,206754778,218697514,690735797,669555915,400134848,206647609,218596782
MaI286_225.jpg.png,good,42559338,245869916,316599474,315604644,51467630,42559338,245869916,316599474,315604644,51467630,43422343,236852907,313427528,312177704,52866253,39084709,188746395,232159326,297375272,316323283,39295686,189517880,230789891,296983336,317396014,680844720,607684412,443102064,543212640,674967194,680844720,607684412,443102064,543212640,674967194,679579455,606442043,443158504,543016692,673205859,684689129,631420007,344856670,178181672,188472179,685126916,631801914,344841975,178082160,188379204
MaI286_226.jpg.png,good,40833295,150530348,313282102,294694801,45638769,40833295,150530348,313282102,294694801,45638769,40949454,148786547,313475058,294147015,45477051,38258645,106842568,280003720,328116153,338754761,38496960,107668465,283160260,329356675,339223528,685348427,642687762,479818024,587189731,680656923,685348427,642687762,479818024,587189731,680656923,684382360,642223105,479823210,586939367,679539777,688966621,658394884,373421396,192944625,204087651,689308660,657800283,373399550,192851557,204001224
MaI286_227.jpg.png,good,39066361,170804993,313813438,318570019,43286371,39066361,170804993,313813438,318570019,43286371,39853888,165845183,312535858,313881499,44309845,37002935,105645118,270766099,326182233,336728383,37258188,105674888,271705846,327308732,337440315,682945217,639563205,469971054,576265651,678361105,682945217,639563205,469971054,576265651,678361105,682006724,637791685,469866378,575841629,677035913,686632761,656540650,365680295,188991099,199898593,686998486,656598054,365660084,188890874,199806203
MaI286_228.jpg.png,good,49727460,199034850,320576890,318330472,54499381,49727460,199034850,320576890,318330472,54499381,50400400,196043307,320418957,317508101,55199647,47680617,135933123,259475653,317896093,334872832,47725375,136074753,259734124,318512109,335524767,675047454,624514332,458652680,562341876,670068923,675047454,624514332,458652680,562341876,670068923,674337968,623886137,458629153,562126719,669136733,678973181,643649799,356930703,184431865,195083316,679228511,643733637,356915666,184366801,195020955
MaI286_229.jpg.png,good,46664023,208293613,314629341,311825186,55352204,46664023,208293613,314629341,311825186,55352204,47674990,201502069,313417657,303912386,56675147,43343184,158481641,261306542,314056440,326175103,43528790,158806091,260852217,314195352,326572273,680880839,618198047,454651117,557145024,674987632,680880839,618198047,454651117,557145024,674987632,679346218,615904393,454719339,556564330,672934759,684778670,637981253,353880202,182838266,193400263,685048962,638129667,353864099,182760082,193324307
MaI286_230.jpg.png,good,35304444,70991572,320730100,143542753,38254070,35304444,70991572,320730100,143542753,38254070,35577605,69869912,321577562,141106713,38650166,33406003,58294422,322343833,342056313,335319053,33572043,58886013,322467914,342943759,335786925,686296188,662743620,544149474,639319019,682344358,686296188,662743620,544149474,639319019,682344358,685660935,661581530,544023444,638668297,681503626,689590081,669688396,423645559,218820703,231471171,690069943,669866477,423625054,218724815,231379267
MaI286_231.jpg.png,good,38393924,128031101,316588483,261504479,42973592,38393924,128031101,316588483,261504479,42973592,39485837,124837764,315723713,248656095,44474050,36092116,90712180,293404249,335921805,344215187,36416551,91580548,294545832,336598914,344619923,688487812,650940143,495043117,603013325,683819416,688487812,650940143,495043117,603013325,683819416,686870987,646931996,495006209,600948707,681641554,691919940,663224206,385335681,199099601,210597327,692337837,663124300,385313148,198981098,210486293
MaI286_232.jpg.png,good,40250083,110703942,319934419,233614158,44258683,40250083,110703942,319934419,233614158,44258683,40517312,108171788,320370310,233112598,44406083,38181223,83307067,304408538,340571058,344275812,38158436,83266624,304462686,341500216,346609448,686464283,653269402,504902443,612335688,682029121,686464283,653269402,504902443,612335688,682029121,685507280,652672706,504894478,612218876,680870963,689849917,664115525,392967590,203047800,214775764,690454870,664805274,392936346,202923234,214658910
MaI286_233.jpg.png,good,39023064,147097463,310479250,302406470,43857947,39023064,147097463,310479250,302406470,43857947,39960799,142050798,309675978,295379268,45233463,36698230,98639725,284751239,333239167,337814969,36886910,98758303,285825683,334228430,338533085,684015838,643007171,477373122,584844668,679228923,684015838,643007171,477373122,584844668,679228923,682905011,640777378,477326368,584064954,677650677,687813782,657391901,371447845,191972633,203053779,688086818,657340233,371428693,191881684,202967795
MaI286_234.jpg.png,good,39396220,143063474,308507619,310149224,43482163,39396220,143063474,308507619,310149224,43482163,39489129,141432326,308800273,310033324,43583255,37472638,96612068,285678499,334573484,338817313,37491717,97214233,285005535,334440497,339033747,683824604,645290846,478181153,586403702,679411649,683824604,645290846,478181153,586403702,679411649,683287919,644961456,478119845,586275112,678770611,687439774,659313824,372112027,192252688,203359853,687735559,659530165,372094801,192185333,203296269
MaI286_235.jpg.png,good,45592968,282586083,321124661,323097548,54846465,45592968,282586083,321124661,323097548,54846465,46434579,274245453,317805987,321922044,56181445,41874295,225187325,208722706,283379266,310224390,42015369,224947900,209779608,284980398,311574795,679731854,596163345,431131909,528987656,673579095,679731854,596163345,431131909,528987656,673579095,678528921,595363011,431130311,528842214,671925287,683835941,623649511,335491996,173364898,183376308,684166411,623700996,335471986,173268074,183284787
MaI286_236.jpg.png,good,42896490,225396925,326173937,329703548,48538043,42896490,225396925,326173937,329703548,48538043,42986536,222689707,327057643,330053485,48387842,40336182,140856744,246176646,316952757,335717796,40351592,141372930,246660856,317593641,335888413,681950102,626004583,454049763,557195242,676858803,681950102,626004583,454049763,557195242,676858803,681105748,625810837,454050569,557128657,675911616,685730524,648177376,353379362,182567373,193114250,686009270,648185634,353363714,182496913,193049153
MaI286_237.jpg.png,good,38289772,194254322,316132680,309124865,44274432,38289772,194254322,316132680,309124865,44274432,38988934,186793870,313572384,306193098,45117611,35824393,132626769,258752927,317032369,332290627,35852752,131979282,258278135,318498892,333776197,684349158,630750442,464420194,569099095,679429304,684349158,630750442,464420194,569099095,679429304,683303036,629732998,464396036,568935864,678047383,687849079,650156277,361447053,186732909,197521269,688171244,650677222,361431235,186651034,197444821
MaI286_238.jpg.png,good,40938745,241735492,317033781,316684422,48972859,40938745,241735492,317033781,316684422,48972859,40729639,242489284,320288587,323160477,48318979,37521127,182307356,232466806,298035645,318920401,37813850,180468411,238351518,304388752,322825869,684152057,612967982,447083771,548172270,678761727,684152057,612967982,447083771,548172270,678761727,683557999,614654850,447057105,548484987,678181061,687946685,638716918,347958206,179759677,190145981,688104694,638383997,347941926,179692500,190082149
MaI286_239.jpg.png,good,40329673,273696787,314692286,319140577,52532382,40329673,273696787,314692286,319140577,52532382,41531765,264698613,311352478,315975499,53669365,35893663,223823982,226572580,290218289,305900358,36083860,224207384,225696276,289918406,306103035,685508543,597860887,433407952,531717275,679278546,685508543,597860887,433407952,531717275,679278546,683670245,596757003,433598826,531507783,676903909,689137089,624579224,337357596,174311275,184376848,689452360,624824172,337348114,174233392,184305907
MaI286_240.jpg.png,good,40014867,170231433,314650029,317825140,44388758,40014867,170231433,314650029,317825140,44388758,40098137,167548380,314570735,316623256,44343025,37820731,107809611,272237789,327851174,338408728,37900675,108443722,272804667,328154680,338957899,683395033,639772789,470543815,577173050,678808192,683395033,639772789,470543815,577173050,678808192,682344027,639238278,470637165,577007262,677643197,686856111,656691823,366188543,189214178,200141558,687228085,656632954,366166453,189126464,200059207
MaI286_241.jpg.png,good,43016354,237582619,324718612,328439042,49746916,43016354,237582619,324718612,328439042,49746916,43879675,229668914,320661458,325798091,50747208,40314691,154527198,241268337,309443473,331845970,40317399,154798190,241974871,310039797,332349594,680601484,619225067,449123056,551046734,675354932,680601484,619225067,449123056,551046734,675354932,679513475,618205786,449156270,550876095,673894790,684398583,642471552,349494287,180605631,191034322,684601145,642431778,349471513,180531405,190962412
MaI286_242.jpg.png,good,53808445,311807739,314885874,321136578,67218877,53808445,311807739,314885874,321136578,67218877,53536632,313133048,317497675,321672752,66141632,49734481,281385898,218311380,270942454,285131428,49785282,281791538,218398284,270431213,285670331,674418763,570192679,411450284,504996366,667607019,674418763,570192679,411450284,504996366,667607019,673820722,570204270,411451175,504959736,667079954,678523031,599005104,320268528,165458216,175017864,678748428,599133132,320254312,165393149,174957449
MaI286_243.jpg.png,good,48752481,257851884,319932568,323014940,58116885,48752481,257851884,319932568,323014940,58116885,49533137,250805617,317999449,321588494,59016704,45131879,200759359,230714178,297144411,317352023,45174356,200496865,230954554,297663635,318502463,681311373,605313668,440044784,539701890,675100341,681311373,605313668,440044784,539701890,675100341,680076743,604585793,440090253,539574726,673485342,685506263,630256263,342464992,176981103,187199407,685702926,630350521,342446688,176906173,187127229
MaI286_244.jpg.png,good,50527973,300559739,320281386,322702096,61653861,50527973,300559739,320281386,322702096,61653861,50632999,301443524,321913932,323257477,61346807,46386092,255557457,206890682,274777517,299859001,46536626,255600162,208551290,276744509,301459149,677379645,583930677,421784078,517519098,670799203,677379645,583930677,421784078,517519098,670799203,676824361,583968266,421724576,517467759,670190035,681734266,612655231,328207194,169620273,179412789,682108234,612708914,328185398,169528439,179326101
MaI286_245.jpg.png,good,43214960,259719886,318493540,311944891,50702187,43214960,259719886,318493540,311944891,50702187,43192522,260548651,320012904,313404600,50406467,40403500,212362527,222300863,287941424,308668616,40446661,213146018,221647164,287141432,308673983,678742500,601223410,438547736,537479687,673446531,678742500,601223410,438547736,537479687,673446531,678264690,601350769,438486868,537416432,672933907,682571840,626553307,341246033,176332142,186514912,682849489,626656202,341227892,176263296,186451597
MaI286_246.jpg.png,good,46332315,285896843,314823136,318241577,58986989,46332315,285896843,314823136,318241577,58986989,47066935,282097311,314069221,316848370,59863120,42023202,247622335,225626376,281805223,295794483,42206248,247666332,226211238,282929991,297006548,682549889,588013341,426118260,522738109,675883319,682549889,588013341,426118260,522738109,675883319,681596047,587409649,426086029,522557158,674603314,686768904,615180797,331556578,171334185,181225495,687042980,615219288,331541222,171260887,181157660
MaI286_247.jpg.png,good,42242844,199823710,316768769,303734033,48961102,42242844,199823710,316768769,303734033,48961102,42618879,195568951,315213160,301989693,49238948,39456930,153237433,259322257,310824137,326197620,39573051,153265495,260644549,312448149,327285976,685599174,626249358,462881833,566860337,680370380,685599174,626249358,462881833,566860337,680370380,684632601,625474765,462918066,566724985,679187096,689252872,645535267,360269089,186150355,196900658,689667659,645610235,360248131,186049435,196807144
MaI286_248.jpg.png,good,42059842,89161839,313464203,265635949,45015361,42059842,89161839,313464203,265635949,45015361,42387714,84807424,311084740,266982983,45307180,40451578,66563242,314347287,346356429,351896422,40539233,66763880,315331381,347483557,352979413,686693056,660986059,504197019,615967927,682578849,686693056,660986059,504197019,615967927,682578849,685976002,660601292,504216174,616105337,681700512,690094556,669239394,392416071,202775821,214485644,690563731,669520664,392387733,202667873,214385201
MaI286_249.jpg.png,good,41894467,123925929,317535179,276493022,45579492,41894467,123925929,317535179,276493022,45579492,42587664,120760506,317408667,269301218,46189877,40200476,87671218,296838226,336335510,349384666,40318294,88049209,297558302,337307807,350705711,689592257,655481731,496754807,606372814,685146904,689592257,655481731,496754807,606372814,685146904,688376732,653445924,496784443,605453516,683590191,693016916,666936912,386596884,199766080,211301998,693511420,667220725,386569456,199645877,211188689
